DOID:5585	ferguson-smith tumor|ferguson-smith tumors|ferguson-smith tumour|multiple self healing epithelioma of ferguson-smith
DOID:3369	(ppnet) peripheral primitive neuroectodermal tumors|(ppnet) peripheral primitive neuroectodermal tumours|askin tumor|askin tumors|askin tumour|askin's tumor|askin's tumors|askin's tumour|askin's tumours|ewing sarcoma|ewing sarcomas|ewing tumor|ewing tumor of bone|ewing tumors|ewing tumour|ewing tumour of bone|ewing's family of tumors|ewing's family of tumours|ewing's sarcoma|ewing's sarcoma/primitive neuroectodermal tumor (pnet)|ewing's sarcoma/primitive neuroectodermal tumour (pnet)|ewing's sarcomas|ewing's tumor|ewing's tumors|ewing's tumour|ewing's tumours|ewings sarcoma|ewings sarcoma-primitive neuroectodermal tumor (pnet)|ewings sarcoma-primitive neuroectodermal tumour (pnet)|ewings sarcomas|ewings tumor|ewings tumors|ewings tumour|ewings tumours|ewings's sarcoma|ewings's sarcomas|extracranial primitive neuroectodermal tumor|extracranial primitive neuroectodermal tumors|extracranial primitive neuroectodermal tumour|localized ewing sarcoma|localized ewing sarcoma/peripheral primitive neuroectodermal tumor|localized ewing sarcoma/peripheral primitive neuroectodermal tumors|localized ewing sarcoma/peripheral primitive neuroectodermal tumour|localized ewing sarcomas|localized ewing's sarcoma|localized ewing's sarcoma/peripheral primitive neuroectodermal tumor|localized ewing's sarcoma/peripheral primitive neuroectodermal tumors|localized ewing's sarcoma/peripheral primitive neuroectodermal tumour|localized ewing's sarcoma/pnet|localized ewing's sarcoma/primitive neuroectodermal tumor|localized ewing's sarcoma/primitive neuroectodermal tumors|localized ewing's sarcoma/primitive neuroectodermal tumour|localized ewing's sarcomas|localized ewing's tumor|localized ewing's tumors|localized ewing's tumour|localized peripheral neuroectodermal tumor|localized peripheral neuroectodermal tumors|localized peripheral neuroectodermal tumour|localized peripheral neuroepithelioma|localized peripheral neuroepitheliomas|localized peripheral primitive neuroectodermal tumor|localized peripheral primitive neuroectodermal tumors|localized peripheral primitive neuroectodermal tumour|localized pnet|localized ppnet|localized primitive neuroectodermal tumor (pnet)|localized primitive neuroectodermal tumour (pnet)|localized tumors of ewing's family|localized tumors of the ewing's family|localized tumours of ewing's family|localized tumours of the ewing's family|neuroectodermal neopl peripheral primitive|peripheral neuroectodermal neoplasm|peripheral neuroectodermal neoplasms|peripheral neuroectodermal tumor|peripheral neuroectodermal tumor (pnet)|peripheral neuroectodermal tumor of thoracopulmonary region|peripheral neuroectodermal tumors|peripheral neuroectodermal tumour|peripheral neuroectodermal tumour (pnet)|peripheral neuroectodermal tumour of thoracopulmonary region|peripheral neuroectodermal tumours|peripheral neuroepithelioma|peripheral neuroepitheliomas|peripheral pnet|peripheral primitive neuroectodermal neopl|peripheral primitive neuroectodermal neoplasm|peripheral primitive neuroectodermal neoplasms|peripheral primitive neuroectodermal tumor|peripheral primitive neuroectodermal tumors|peripheral primitive neuroectodermal tumour|peripheral primitive neuroectodermal tumours|pnet|pnet of thoracopulmonary region|ppnet|primitive peripheral neuroectodermal tumor|primitive peripheral neuroectodermal tumors|primitive peripheral neuroectodermal tumour|sarcoma ewing|sarcoma ewing's|sarcoma ewings|small cell tumor of thoracopulmonary region|small cell tumour of thoracopulmonary region
DOID:3373	juxtacortical osteogenic sarcoma|juxtacortical osteogenic sarcomas|juxtacortical osteosarcoma|juxtacortical osteosarcomas|osteosarcomas periosteal|parosteal osteogenic sarcoma|parosteal osteogenic sarcomas|parosteal osteosarcoma|parosteal osteosarcomas|periosteal osteosarcoma|periosteal osteosarcomas
DOID:10146	lymphoma of the thymus|lymphoma of thymus|primary thymic lymphoma|primary thymic lymphomas|thymic lymphoma|thymic lymphomas|thymus lymphoma|thymus lymphomas
DOID:6085	leptomeningeal melanoma|leptomeningeal melanomas|melanoma of leptomeninges|melanoma of the leptomeninges|meningeal melanoma|meningeal melanomas
DOID:5348	adult endodermal sinus neoplasm|adult endodermal sinus neoplasms|adult endodermal sinus tumor|adult endodermal sinus tumors|adult endodermal sinus tumour|adult yolk sac neoplasm|adult yolk sac neoplasms|adult yolk sac tumor|adult yolk sac tumors|adult yolk sac tumour
DOID:1115	mal neo soft tissue nos|malignant neoplasm of connective and other soft tissue
DOID:3304	germinoma|germinoma [disease/finding]|germinomas
DOID:3095	germ cell and embryonal cancer|germ cell and embryonal cancers|germ cell and embryonal neoplasms|germ cell and embryonic neoplasms|germ cell embryonal neopl|germ cell embryonic neopl|neopl germ cell embryonal|neopl germ cell embryonic
DOID:3743	cervical verrucous carcinoma|cervical verrucous carcinomas
DOID:5719	adrenal medulla cancer|adrenal medulla cancers|adrenal medulla neoplasm|adrenal medulla neoplasms|adrenal medulla tumor|adrenal medulla tumors|adrenal medulla tumour|malignant adrenal medulla neoplasm|malignant adrenal medulla neoplasms|malignant adrenal medulla tumor|malignant adrenal medulla tumors|malignant adrenal medulla tumour|malignant neoplasm of adrenal medulla|malignant neoplasm of the adrenal medulla|malignant tumor of adrenal medulla|malignant tumor of the adrenal medulla|malignant tumour of adrenal medulla|malignant tumour of the adrenal medulla|medullar adrenal neoplasia|neoplasm of the adrenal medulla
DOID:14032	malignant parietal pleura tumor|malignant parietal pleura tumors|malignant parietal pleura tumour|primary malignant neoplasm of parietal pleura
DOID:4286	sebaceous basal cell carcinoma|sebaceous basal cell carcinomas
DOID:3264	subacute leukemia|subacute leukemia nos
DOID:4688	laryngeal mucoepidermoid carcinoma|laryngeal mucoepidermoid carcinomas|mucoepidermoid carcinoma of larynx|mucoepidermoid carcinoma of the larynx
DOID:3639	intramedullary spinal cord teratoma|intramedullary spinal cord teratomas|intramedullary spinal teratoma|intramedullary spinal teratomas|intramedullary teratoma of spinal cord|intramedullary teratoma of the spinal cord|spinal cord intramedullary teratoma|spinal cord intramedullary teratomas
DOID:5165	body of uterus sarcoma|body of uterus sarcomas|corpus uteri sarcoma|corpus uteri sarcomas|sarcoma of body of uterus|sarcoma of corpus uteri|sarcoma of the body of uterus|sarcoma of the corpus uteri|sarcoma of the uterine body|sarcoma of the uterine corpus|sarcoma of the uterus|sarcoma of uterine body|sarcoma of uterine corpus|sarcoma of uterus|sarcoma uterine|sarcoma uterus|sarcomas uterine|uterine body sarcoma|uterine body sarcomas|uterine cancer sarcoma|uterine cancer sarcomas|uterine corpus sarcoma|uterine corpus sarcomas|uterine sarcoma|uterine sarcoma cancer|uterine sarcoma cancers|uterine sarcomas|uterus sarcoma|uterus sarcomas
DOID:5521	keratinizing squamous cell carcinoma|keratinizing squamous cell carcinomas
DOID:4691	malignant mediastinal neurogenic neoplasm|malignant mediastinal neurogenic neoplasms|mediastinal neural neoplasm|mediastinal neural neoplasms|mediastinal neural tumor|mediastinal neural tumors|mediastinal neural tumour|mediastinal neurogenic neoplasm|mediastinal neurogenic neoplasms|mediastinal neurogenic tumor|mediastinal neurogenic tumors|mediastinal neurogenic tumour|neurogenic neoplasm of mediastinum|neurogenic neoplasm of the mediastinum|neurogenic tumor of mediastinum|neurogenic tumor of the mediastinum|neurogenic tumour of mediastinum|neurogenic tumour of the mediastinum
DOID:11817	malig neo urachus|malignant neoplasm of urachus|urachus cancer|urachus cancers
DOID:5583	giant cell carcinoma|giant cell carcinoma of lung|giant cell carcinoma of the lung|giant cell carcinomas|lung giant cell carcinoma|lung giant cell carcinomas
DOID:4023	leather bottle stomach|leather-bottle stomach|linitis plastica|linitis plastica [disease/finding]
DOID:5526	epidermoid carcinoma of middle ear|epidermoid carcinoma of the middle ear|middle ear epidermoid carcinoma|middle ear epidermoid carcinomas|middle ear squamous cell carcinoma|middle ear squamous cell carcinomas|squamous cell carcinoma of middle ear|squamous cell carcinoma of the middle ear
DOID:7750	adult brain ependymoma|adult brain ependymomas
DOID:5527	ampulla of vater squamous cell carcinoma|ampulla of vater squamous cell carcinomas
DOID:5547	choriocarcinoma of pulmonary artery|choriocarcinoma of the pulmonary artery|chorioepithelioma of pulmonary artery|chorioepithelioma of the pulmonary artery|pulmonary artery choriocarcinoma|pulmonary artery choriocarcinomas|pulmonary artery chorioepithelioma|pulmonary artery chorioepitheliomas|pulmonary artery syncytioma|pulmonary artery syncytiomas|syncytioma of pulmonary artery|syncytioma of the pulmonary artery
DOID:5331	granulosa cell neoplasm of testis|granulosa cell neoplasm of the testis|granulosa cell tumor of testis|granulosa cell tumor of the testis|granulosa cell tumour of testis|granulosa cell tumour of the testis|testicular granulosa cell neoplasm|testicular granulosa cell neoplasms|testicular granulosa cell tumor|testicular granulosa cell tumors|testicular granulosa cell tumour
DOID:8081	myxomatous pattern testicular yolk sac tumor|myxomatous pattern testicular yolk sac tumors|myxomatous pattern testicular yolk sac tumour
DOID:6585	oncocytic breast carcinoma|oncocytic breast carcinomas
DOID:6587	infiltrating tubular breast carcinoma|infiltrating tubular breast carcinomas|infiltrating tubular carcinoma of breast|infiltrating tubular carcinoma of the breast|invasive tubular breast carcinoma|invasive tubular breast carcinomas|invasive tubular carcinoma of breast|invasive tubular carcinoma of the breast|tubular breast carcinoma|tubular breast carcinomas|tubular carcinoma of breast|tubular carcinoma of the breast
DOID:0050916	bronchus mucoepidermoid carcinoma|bronchus mucoepidermoid carcinomas
DOID:3417	glossopharyngeal nerve neoplasm|glossopharyngeal nerve neoplasms|glossopharyngeal nerve tumor|glossopharyngeal nerve tumors|glossopharyngeal nerve tumour|glossopharyngeal nerve tumours|ixth cranial nerve neoplasms|ixth cranial nerve tumors|ixth cranial nerve tumours|neoplasm of glossopharyngeal nerve|neoplasm of ninth cranial nerve|neoplasm of the glossopharyngeal nerve|neoplasm of the ninth cranial nerve|ninth cranial nerve neoplasm|ninth cranial nerve neoplasms|ninth cranial nerve tumor|ninth cranial nerve tumors|ninth cranial nerve tumour|ninth cranial nerve tumours|tumor of glossopharyngeal nerve|tumor of ninth cranial nerve|tumor of the glossopharyngeal nerve|tumor of the ninth cranial nerve|tumour of glossopharyngeal nerve|tumour of ninth cranial nerve|tumour of the glossopharyngeal nerve|tumour of the ninth cranial nerve
DOID:5056	adult cerebellar neoplasm|adult cerebellar neoplasms|adult cerebellar tumor|adult cerebellar tumors|adult cerebellar tumour|adult cerebellar tumours|neoplasm of adult cerebellum|neoplasm of the adult cerebellum|tumor of adult cerebellum|tumor of the adult cerebellum|tumour of adult cerebellum|tumour of the adult cerebellum
DOID:7289	secretory uterine corpus endometrioid adenocarcinoma|secretory uterine corpus endometrioid adenocarcinomas
DOID:12342	carcinoma of retroperitoneum|carcinoma of the retroperitoneum|retroperitoneal carcinoma|retroperitoneal carcinomas|retroperitoneum carcinoma|retroperitoneum carcinomas
DOID:5264	epithelioid leiomyosarcoma|epithelioid leiomyosarcomas
DOID:7246	lymphoepithelioma-like acinar prostate adenocarcinoma|lymphoepithelioma-like acinar prostate adenocarcinomas
DOID:3093	mal neo nervous syst nos|malignant neoplasm of other and unspecified parts of nervous system|neopl nerve tissue|neopl nervous tissue|nerve tissue neopl|nerve tissue neoplasm|nerve tissue neoplasms|nervous system cancer|nervous system cancers|nervous tissue neopl|nervous tissue neoplasm|nervous tissue neoplasms|neural neoplasm|neural neoplasms|neural tumor|neural tumors|neural tumour
DOID:4656	extraocular retinoblastoma|extraocular retinoblastomas
DOID:9953	acute biphenotypic leukemia|acute biphenotypic leukemias|b and t cell acute lymphoblastic leukemia|b and t cell leukemia acute|b- and t-cell acute lymphoblastic leukemia|b- and t-cell mixed leukemia|biphenotypic acute leukaemia|biphenotypic acute leukemia|biphenotypic acute leukemias|hybrid acute leukemia|hybrid acute leukemias|leukemia mixed b and t cell|lymphocytic leukemia acute b and t cell|mixed lineage acute leukemias|mixed-cell leukemia|mixed-cell leukemias|mixed-lineage acute leukemia|mixed-lineage acute leukemias|myeloid/lymphoid leukemia
DOID:363	-- uterine cancer|-- uterine cancers|cancer of the uterus|cancer of uterus|malig neopl uterus nos|malignant neoplasm of the uterus|malignant neoplasm of uterus|malignant tumor of the uterus|malignant tumor of uterus|malignant tumour of the uterus|malignant tumour of uterus|malignant uterine neoplasm|malignant uterine neoplasms|malignant uterine tumor|malignant uterine tumors|malignant uterine tumour|neopl uterine|neopl uterus|neoplasm of the uterus|neoplasm of uterus|neoplasm uterine|neoplasm uterus|neoplasms uterus|of uterus tumor|of uterus tumors|of uterus tumour|tumor of the uterus|tumor of uterus|tumor uterus|tumors uterus|tumour of the uterus|tumour of uterus|tumour uterus|tumours uterus|uterine cancer|uterine cancers|uterine neopl|uterine neoplasia|uterine neoplasm|uterine neoplasms|uterine neoplasms [disease/finding]|uterine tumor|uterine tumors|uterine tumour|uterus cancer|uterus cancers|uterus neopl|uterus neoplasm|uterus neoplasms|uterus tumor|uterus tumors|uterus tumour|uterus--cancer|uterus--cancers|uterus--tumors|uterus--tumours
DOID:8632	anal kaposi sarcoma|anal kaposi sarcomas|anal kaposi's sarcoma|anal kaposi's sarcomas|cardiac kaposi sarcoma|cardiac kaposi sarcomas|cardiac kaposi's sarcoma|cardiac kaposi's sarcomas|central nervous system kaposi sarcoma|central nervous system kaposi sarcomas|cns kaposi sarcoma|cns kaposi sarcomas|conjunctival kaposi sarcoma|conjunctival kaposi sarcomas|conjunctival kaposi's sarcoma|conjunctival kaposi's sarcomas|corneal kaposi sarcoma|corneal kaposi sarcomas|corneal kaposi's sarcoma|corneal kaposi's sarcomas|cutaneous kaposi sarcoma|cutaneous kaposi sarcomas|cutaneous kaposi's sarcoma|cutaneous kaposi's sarcomas|endotheliosarcoma|endotheliosarcomas|esophageal kaposi sarcoma|esophageal kaposi sarcomas|esophageal kaposi's sarcoma|esophageal kaposi's sarcomas|esophagus kaposi's sarcoma|esophagus kaposi's sarcomas|gallbladder kaposi sarcoma|gallbladder kaposi sarcomas|gallbladder kaposi's sarcoma|gallbladder kaposi's sarcomas|gastric kaposi sarcoma|gastric kaposi sarcomas|gastric kaposi's sarcoma|gastric kaposi's sarcomas|gi sites - kpsi's srcoma|gi sites - kpsi's srcomas|heart kaposi's sarcoma|heart kaposi's sarcomas|hhv 8|hhv8|kaposi oral sarcoma|kaposi oral sarcomas|kaposi sarcoma|kaposi sarcoma of central nervous system|kaposi sarcoma of cns|kaposi sarcoma of the central nervous system|kaposi sarcoma of the cns|kaposi sarcomas|kaposi's lung sarcoma|kaposi's lung sarcomas|kaposi's lungs sarcoma|kaposi's lungs sarcomas|kaposi's sarcoma|kaposi's sarcoma nos|kaposi's sarcoma of anus|kaposi's sarcoma of conjunctiva|kaposi's sarcoma of cornea|kaposi's sarcoma of esophagus|kaposi's sarcoma of gallbladder|kaposi's sarcoma of heart|kaposi's sarcoma of lung|kaposi's sarcoma of palate|kaposi's sarcoma of penis|kaposi's sarcoma of prostate|kaposi's sarcoma of skin|kaposi's sarcoma of the anus|kaposi's sarcoma of the conjunctiva|kaposi's sarcoma of the cornea|kaposi's sarcoma of the esophagus|kaposi's sarcoma of the gallbladder|kaposi's sarcoma of the heart|kaposi's sarcoma of the lung|kaposi's sarcoma of the palate|kaposi's sarcoma of the penis|kaposi's sarcoma of the prostate|kaposi's sarcoma of the skin|kaposi's sarcomas|kaposis sarcoma|kaposis sarcomas|lung - kaposi's sarcoma|lung - kaposi's sarcomas|lung kaposi sarcoma|lung kaposi sarcomas|lung kaposi's sarcoma|lung kaposi's sarcomas|lym nds - kpsi's sarcoma|lym nds - kpsi's sarcomas|lymphadenopathic kaposi sarcoma|lymphadenopathic kaposi sarcomas|lymphadenopathic kaposi's sarcoma|lymphadenopathic kaposi's sarcomas|multiple hemorrhagic sarcoma|multiple hemorrhagic sarcomas|multiple idiopathic pigmented hemangiosarcoma|multiple idiopathic pigmented hemangiosarcomas|oral kaposi's sarcoma|oral kaposi's sarcomas|palate - kpsi's sarcoma|palate - kpsi's sarcomas|palate kaposi sarcoma|palate kaposi sarcomas|palate kaposi's sarcoma|palate kaposi's sarcomas|penile kaposi sarcoma|penile kaposi sarcomas|penile kaposi's sarcoma|penile kaposi's sarcomas|prostate kaposi sarcoma|prostate kaposi sarcomas|prostate kaposi's sarcoma|prostate kaposi's sarcomas|pulmonary kaposi's sarcoma|pulmonary kaposi's sarcomas|sft tisue - kpsi's srcma|skin - kaposi's sarcoma|skin - kaposi's sarcomas|skin kaposi sarcoma|skin kaposi sarcomas|skin kaposi's sarcoma|skin kaposi's sarcomas
